City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,siwa oasis,29.2041,25.5195,60.42,50,81,18.07,EG,1708022683
285,nyrob,60.733,56.7202,-16.67,100,100,0.89,RU,1708022683
286,szczyrk,49.7172,19.0318,43.12,86,100,4.74,PL,1708022683
287,bena,11.2844,5.9347,77.61,11,65,6.55,NG,1708022683
288,selfoss,63.9331,-20.9971,33.04,91,100,4.92,IS,1708022683
289,codrington,-38.2667,141.9667,50.43,91,0,4.43,AU,1708022683
290,tazovsky,67.4667,78.7,-13.13,98,100,13.73,RU,1708022684
291,laojunmiao,39.8333,97.7333,32.68,18,66,7.49,CN,1708022684
292,petropavlovka,50.6114,105.3196,-2.54,95,93,2.55,RU,1708022684
293,nyagan,62.1406,65.3936,-19.5,100,29,3.33,RU,1708022684
294,fort st. john,56.2499,-120.8529,8.49,85,20,6.91,CA,1708022689
295,la gi,10.6667,107.7833,75.22,87,13,13.62,VN,1708022689
296,kuloy,61.0305,42.4925,2.08,87,100,9.46,RU,1708022690
297,flying fish cove,-10.4217,105.6791,74.88,100,27,3.44,CX,1708022690
298,biryusinsk,55.9634,97.8235,-5.67,89,100,10.65,RU,1708022690
299,tympaki,35.0729,24.7685,53.56,80,100,1.01,GR,1708022690
300,mount pearl,47.5166,-52.7813,32.45,98,75,29.93,CA,1708022690
301,chui,-33.6971,-53.4616,77.27,53,82,14.25,UY,1708022691
302,shiyan,32.6475,110.7781,41.68,64,20,1.01,CN,1708022691
303,oroqen zizhiqi,50.5667,123.7167,1.18,95,100,1.95,CN,1708022691
304,swakopmund,-22.6833,14.5333,68.85,79,100,15.75,NA,1708022691
305,santona,43.4439,-3.4576,62.71,96,100,9.33,ES,1708022691
306,ust-nera,64.5667,143.2,-39.26,100,100,1.59,RU,1708022692
307,malmslatt,58.411,15.5165,33.85,97,100,5.75,SE,1708022692
308,remire-montjoly,4.9167,-52.2667,87.84,62,75,13.8,GF,1708022692
309,cidreira,-30.1811,-50.2056,75.94,63,100,15.95,BR,1708022692
310,roma,43.2128,-75.4557,36.09,51,100,6.91,US,1708022508
311,sidi qacem,34.2215,-5.7078,70.02,92,9,7.49,MA,1708022692
312,kununurra,-15.7667,128.7333,78.78,94,71,4.61,AU,1708022692
313,tanjungagung,-3.9333,103.8,75.25,99,100,2.59,ID,1708022693
314,qaqortoq,60.7167,-46.0333,27.01,78,95,8.59,GL,1708022693
315,tiangua,-3.7322,-40.9917,79.34,68,58,7.34,BR,1708022693
316,caleta de carquin,-11.0925,-77.6267,80.85,73,76,11.56,PE,1708022693
317,prado,-17.3411,-39.2208,82.31,77,100,13.82,BR,1708022693
318,al fuwayliq,26.4432,43.2534,68.74,48,0,5.48,SA,1708022693
319,punta del este,-34.9667,-54.95,82.51,64,75,11.99,UY,1708022694
320,sinabang,2.4803,96.3801,80.91,83,97,3.94,ID,1708022694
321,gordonvale,-17.0936,145.7842,78.58,100,91,3.24,AU,1708022694
322,ixtapa,20.7,-105.2,72.63,73,100,0.0,MX,1708022694
323,nogliki,51.8333,143.1667,-21.66,98,24,3.0,RU,1708022694
324,ha tien,10.3833,104.4833,78.69,77,45,6.6,VN,1708022694
325,uravakonda,14.95,77.2667,72.19,51,5,13.51,IN,1708022694
326,melfort,52.8667,-104.6177,-2.07,65,52,4.61,CA,1708022695
327,twon-brass,4.3151,6.2418,84.72,77,76,12.95,NG,1708022695
328,elk,53.8282,22.3647,37.99,88,100,9.8,PL,1708022695
329,la ermita,20.4139,-101.9936,73.49,36,100,2.06,MX,1708022695
330,angren,41.0167,70.1436,51.55,41,100,0.72,UZ,1708022695
331,kabompo,-13.5927,24.2008,73.17,52,100,2.73,ZM,1708022695
332,ploneour-lanvern,47.9,-4.2833,55.72,88,100,8.05,FR,1708022695
333,tromso,69.6496,18.957,26.62,68,75,21.85,NO,1708022696
334,avarua,-21.2078,-159.775,78.85,94,100,14.97,CK,1708022696
335,beau vallon,-20.4189,57.6953,80.83,89,75,4.61,MU,1708022696
336,guanica,17.9716,-66.908,87.64,63,10,5.79,PR,1708022696
337,holualoa,19.6228,-155.9522,74.79,72,20,5.75,US,1708022696
338,constantia,44.1833,28.65,43.7,85,100,20.18,RO,1708022696
339,vila franca do campo,37.7167,-25.4333,64.89,99,87,13.85,PT,1708022697
340,christchurch,-43.5333,172.6333,57.9,81,79,6.91,NZ,1708022697
341,buala,-8.145,159.5921,79.72,87,61,5.37,SB,1708022697
342,tocache,-8.1842,-76.5125,73.58,98,100,0.27,PE,1708022697
343,tupelo,34.2576,-88.7034,68.29,45,0,10.36,US,1708022401
344,cafayate,-26.073,-65.9761,81.39,56,99,9.26,AR,1708022431
345,berbera,10.4396,45.0143,78.26,83,9,8.05,SO,1708022662
346,deridder,30.8463,-93.289,69.35,68,75,0.0,US,1708022649
347,penha,-26.7694,-48.6458,76.87,69,75,8.05,BR,1708022698
348,nova xavantina,-14.6667,-52.35,92.93,45,57,1.45,BR,1708022698
349,brokopondo,4.75,-55.1667,91.22,44,100,1.57,SR,1708022698
350,pariaman,-0.619,100.12,80.65,87,100,1.68,ID,1708022698
351,daru,-9.0763,143.2092,78.73,89,57,6.29,PG,1708022698
352,bubaque,11.2833,-15.8333,80.69,78,100,13.91,GW,1708022699
353,hastings,50.8552,0.5729,55.98,30,100,10.67,GB,1708022699
354,guankou,28.15,113.6333,46.2,93,100,1.45,CN,1708022699
355,happy valley-goose bay,53.3168,-60.3315,21.51,86,100,11.5,CA,1708022699
356,mermoz boabab,14.7065,-17.4758,79.36,73,0,13.8,SN,1708022699
357,thunder bay,48.4001,-89.3168,22.98,54,75,17.27,CA,1708022699
358,noumea,-22.2763,166.4572,80.01,99,30,12.88,NC,1708022700
359,polyarnyy,69.1989,33.4478,3.45,95,38,15.05,RU,1708022700
360,impfondo,1.6381,18.0667,83.32,41,43,0.76,CG,1708022700
361,basco,20.4487,121.9702,73.44,77,1,13.69,PH,1708022700
362,sitka,57.0531,-135.33,37.29,70,0,4.61,US,1708022700
363,santiago de cao,-7.9589,-79.2392,78.93,73,75,10.36,PE,1708022700
364,islamkot,24.6997,70.177,69.39,13,0,10.76,PK,1708022701
365,ponta delgada,37.7333,-25.6667,65.19,94,40,16.11,PT,1708022701
366,sao gabriel da cachoeira,-0.1303,-67.0892,89.4,66,20,5.75,BR,1708022701
367,sarh,9.1429,18.3923,86.49,10,100,6.02,TD,1708022701
368,khovd,48.0056,91.6419,29.05,49,35,14.27,MN,1708022701
369,taunton,51.0211,-3.1047,55.53,97,100,6.51,GB,1708022701
370,fort bragg,35.139,-79.006,68.83,35,0,12.66,US,1708022702
371,pingliang,35.5392,106.6861,33.13,37,0,5.14,CN,1708022702
372,noosa heads,-26.3833,153.15,77.11,86,100,11.72,AU,1708022511
373,porto novo,6.4965,2.6036,85.82,80,99,9.57,BJ,1708022702
374,haimen,23.1935,116.6142,60.69,89,6,25.37,CN,1708022703
375,kuvshinovo,57.0295,34.1725,3.92,100,100,3.62,RU,1708022703
376,jaynagar-majilpur,22.1758,88.4178,73.72,52,0,4.68,IN,1708022703
377,chonchi,-42.6128,-73.8092,74.41,33,99,2.55,CL,1708022703
378,mejit,10.2753,170.8646,79.07,79,100,24.79,MH,1708022704
379,cannonvale,-20.2833,148.7,76.39,83,100,13.15,AU,1708022704
380,tame,6.461,-71.73,83.89,56,100,4.05,CO,1708022704
381,mount gambier,-37.8333,140.7667,49.08,94,33,4.0,AU,1708022520
382,tazacorte,28.629,-17.9293,71.15,86,40,8.05,ES,1708022704
383,kapa'a,22.0752,-159.319,68.47,74,100,4.61,US,1708022705
384,jiazi,22.8779,116.067,67.14,81,7,4.81,CN,1708022705
385,tortoli,39.9256,9.6572,53.65,74,100,4.47,IT,1708022705
386,hutchinson island south,27.2995,-80.2205,78.1,64,75,11.99,US,1708022705
387,baruun-urt,46.6806,113.2792,14.7,77,30,18.07,MN,1708022705
388,urla,38.3229,26.764,48.6,86,99,18.01,TR,1708022706
389,shima,24.4478,117.8111,59.02,77,100,12.97,CN,1708022706
390,quatre cocos,-20.2078,57.7625,80.71,82,99,13.29,MU,1708022706
391,mount isa,-20.7333,139.5,76.77,78,100,9.22,AU,1708022706
392,ankpa,7.3706,7.6253,82.62,18,30,3.8,NG,1708022707
393,amherst,41.3978,-82.2224,44.49,82,100,4.0,US,1708022707
394,lichuan,30.3,108.85,37.71,97,100,1.48,CN,1708022707
395,ar ruways,24.1103,52.7306,73.78,60,64,12.37,AE,1708022707
396,basse-terre,16.1667,-61.6667,82.58,65,100,11.5,GP,1708022707
397,shihezi,44.3,86.0333,19.78,89,100,5.03,CN,1708022708
398,fuyuan,46.4333,127.0833,-6.7,99,43,7.2,CN,1708022708
399,arkalyk,50.2486,66.9114,-28.48,97,6,9.89,KZ,1708022708
400,pernio,60.2,23.1333,33.49,99,99,7.23,FI,1708022708
401,salavan,15.7167,106.4167,67.73,92,53,3.24,LA,1708022708
402,acerra,40.9507,14.3762,58.75,55,0,2.3,IT,1708022709
403,taro,-8.3862,115.28,75.2,94,24,0.72,ID,1708022709
404,giado,31.9582,12.0203,52.27,46,6,0.74,LY,1708022709
405,argo,37.6333,22.7333,47.79,65,77,3.78,GR,1708022709
406,gustavsberg,59.3268,18.3898,35.19,98,100,5.97,SE,1708022710
407,petrolina,-9.3986,-40.5008,93.25,49,40,6.91,BR,1708022503
408,nadym,65.5333,72.5167,-14.69,97,33,13.91,RU,1708022710
409,bandarbeyla,9.4942,50.8122,78.4,73,99,14.29,SO,1708022710
410,kourou,5.1552,-52.6478,87.85,62,16,9.33,GF,1708022711
411,gargalianoi,37.0667,21.6333,48.81,67,15,3.6,GR,1708022711
412,khoyniki,51.8911,29.9552,37.38,82,95,2.68,BY,1708022711
413,motueka,-41.1333,173.0167,60.1,70,36,1.66,NZ,1708022711
414,abepura,-2.6333,140.5833,77.81,94,40,1.14,ID,1708022711
415,aykhal,66.0,111.5,-21.86,100,98,4.21,RU,1708022712
416,leisnig,51.1667,12.9167,53.76,85,100,6.24,DE,1708022712
417,miquelon,47.0975,-56.3814,30.2,78,96,33.29,PM,1708022712
418,puerto deseado,-47.7503,-65.8938,57.61,66,32,19.93,AR,1708022712
419,la romana,18.4273,-68.9728,88.16,62,40,6.91,DO,1708022704
420,la'ie,21.6477,-157.9253,70.05,95,100,1.01,US,1708022713
421,gelendost,38.1208,31.0153,42.46,83,93,5.88,TR,1708022713
422,selebi-phikwe,-21.979,27.8498,77.68,24,0,7.56,BW,1708022713
423,gadzhiyevo,69.2551,33.3362,2.3,96,37,14.23,RU,1708022713
424,al muwayh,22.4333,41.7583,71.2,61,100,9.62,SA,1708022714
425,prince george,53.9166,-122.753,16.63,85,0,8.05,CA,1708022437
426,west bay,19.3667,-81.4167,84.27,70,40,13.8,KY,1708022714
427,gunupur,19.0833,83.8167,68.77,59,0,1.03,IN,1708022714
428,mariental,-24.6333,17.9667,84.88,14,91,17.72,NA,1708022714
429,taulaga,-11.0553,-171.0883,82.11,78,100,25.19,AS,1708022715
430,alice springs,-23.7,133.8833,81.21,31,0,5.75,AU,1708022715
431,cascais,38.6979,-9.4215,61.93,84,20,18.01,PT,1708022715
432,goundam,16.4145,-3.6708,86.56,9,23,11.59,ML,1708022715
433,vila velha,-20.3297,-40.2925,76.95,96,100,5.99,BR,1708022556
434,pacific grove,36.6177,-121.9166,59.65,82,0,11.99,US,1708022716
435,ebaye,8.7748,167.7392,78.82,83,0,19.57,MH,1708022716
436,altai,46.3722,96.2583,20.7,68,13,25.97,MN,1708022716
437,kosh-agach,50.0,88.6667,17.31,90,100,1.01,RU,1708022716
438,magong,23.5654,119.5863,63.1,99,100,30.98,TW,1708022716
439,karaj,35.8355,51.0103,55.92,81,100,9.22,IR,1708022717
440,pagsangahan,13.2158,122.5431,77.07,87,61,10.8,PH,1708022717
441,lamarque,-39.423,-65.7021,95.65,21,0,11.92,AR,1708022717
442,kidal,18.4411,1.4078,78.94,12,74,11.52,ML,1708022717
443,santa rosa,14.3122,121.1114,80.58,86,89,5.75,PH,1708022713
444,dumka,24.2667,87.25,67.26,55,0,4.34,IN,1708022718
445,nikolayevsk-on-amure,53.1406,140.73,-15.21,92,54,3.65,RU,1708022718
446,midvagur,62.0511,-7.1939,36.43,80,53,8.05,FO,1708022718
447,naryn,41.4287,75.9911,22.35,69,98,5.48,KG,1708022718
448,brady,31.1352,-99.3351,68.36,59,0,5.75,US,1708022718
449,chinnamanur,9.8333,77.3833,70.05,80,63,2.21,IN,1708022719
450,dongcun,36.7767,121.1597,28.99,47,0,1.19,CN,1708022719
451,la ronge,55.1001,-105.2842,-7.35,54,20,3.44,CA,1708022719
452,parabel',58.6978,81.4825,-8.09,96,99,8.99,RU,1708022719
453,charters towers,-20.1,146.2667,73.04,89,100,10.96,AU,1708022719
454,karratha,-20.7377,116.8463,83.97,71,78,8.68,AU,1708022719
455,makokou,0.5738,12.8642,79.03,72,78,3.38,GA,1708022720
456,sandnessjoen,66.0217,12.6316,37.51,87,75,11.5,NO,1708022720
457,castillos,-34.1667,-53.8333,76.15,53,100,12.57,UY,1708022720
458,gao,16.6362,1.637,78.62,12,9,12.48,ML,1708022720
459,aldinga beach,-35.2793,138.4604,62.46,85,100,9.57,AU,1708022720
460,ulanhot,46.0833,122.0833,11.21,56,6,11.05,CN,1708022720
461,sinan,34.8262,126.1086,30.31,58,44,19.91,KR,1708022721
462,izalco,13.7447,-89.6731,88.23,28,42,1.86,SV,1708022721
463,guerrero negro,27.9769,-114.0611,64.96,60,0,11.01,MX,1708022721
464,battagram,34.6772,73.0233,51.01,36,9,5.3,PK,1708022721
465,arraial do cabo,-22.9661,-42.0278,78.76,83,75,5.75,BR,1708022721
466,lyantor,61.6195,72.1555,-14.26,93,7,13.13,RU,1708022721
467,murehwa,-17.6432,31.784,66.88,53,11,3.53,ZW,1708022722
468,ola,59.5833,151.2833,-12.84,93,100,10.49,RU,1708022722
469,saint-francois,46.4154,3.9054,58.44,63,0,12.66,FR,1708022722
470,kill devil hills,36.0307,-75.676,48.22,61,0,10.36,US,1708022722
471,chos malal,-37.3781,-70.2709,98.74,6,0,2.44,AR,1708022722
472,campbellton,48.0075,-66.6727,23.45,75,7,12.84,CA,1708022723
473,bamboo flat,11.7,92.7167,80.69,83,14,5.75,IN,1708022467
474,kayenta,36.7278,-110.2546,49.6,32,46,19.04,US,1708022723
475,manistee,44.2445,-86.3242,33.82,83,100,19.57,US,1708022577
476,siparia,10.1333,-61.5,92.14,55,100,13.58,TT,1708022723
477,santa elena,-2.2333,-80.85,85.55,74,75,9.22,EC,1708022723
478,collie,-33.3667,116.15,63.73,62,6,2.57,AU,1708022724
479,mocimboa,-11.3167,40.35,77.27,93,100,3.15,MZ,1708022724
480,igoumenitsa,39.5039,20.2656,53.67,61,0,4.09,GR,1708022724
481,melekeok village,7.4957,134.6367,77.56,88,75,0.0,PW,1708022724
482,priozersk,61.0393,30.1291,24.1,81,100,4.79,RU,1708022724
483,puerto baquerizo moreno,-0.9,-89.6,88.79,62,40,10.36,EC,1708022724
484,adrar,20.5022,-10.0711,86.99,10,100,10.18,MR,1708022725
485,forster,-32.1667,152.5167,70.29,100,87,1.99,AU,1708022725
486,st. paul,44.9444,-93.0933,27.61,67,0,13.8,US,1708022722
487,qionghai,19.2425,110.4642,65.46,92,14,3.24,CN,1708022725
488,aripuana,-9.1667,-60.6333,84.36,73,100,2.46,BR,1708022726
489,owando,-0.4819,15.8999,74.05,88,100,2.59,CG,1708022726
490,ulricehamn,57.7916,13.4142,38.41,95,100,8.75,SE,1708022726
491,nelson bay,-32.7167,152.15,72.09,98,100,5.01,AU,1708022726
492,nagqu,31.5,92.0,13.37,25,0,2.95,CN,1708022726
493,novo selo,41.4139,22.8811,43.11,68,3,6.02,MK,1708022726
494,lorengau,-2.0226,147.2712,81.72,83,100,8.21,PG,1708022727
495,bawshar,23.5556,58.3989,74.57,78,0,5.75,OM,1708022727
496,olovyannaya,50.95,115.5667,-11.13,99,83,2.66,RU,1708022727
497,alo,7.4178,6.7371,90.86,39,66,4.54,NG,1708022727
498,egilsstadir,65.2653,-14.3948,26.51,100,100,11.5,IS,1708022728
499,tangalle,6.024,80.7911,78.96,83,11,13.76,LK,1708022728
500,manay,7.215,126.5397,76.48,83,22,5.1,PH,1708022728
501,namtsy,62.7161,129.6658,-53.5,100,91,2.51,RU,1708022728
502,taltal,-25.4,-70.4833,75.07,65,74,9.84,CL,1708022729
503,pangody,65.85,74.4859,-11.81,98,98,13.0,RU,1708022729
504,greenland,43.0362,-70.8328,38.57,29,75,13.8,US,1708022729
505,sheki,41.1919,47.1706,49.51,78,100,1.52,AZ,1708022729
506,villa tupac amaru,-13.7,-76.15,79.23,73,0,13.8,PE,1708022729
507,manakara,-22.1333,48.0167,72.75,92,100,3.89,MG,1708022729
508,morondava,-20.2833,44.2833,79.99,83,63,4.12,MG,1708022730
509,newman,37.3138,-121.0208,58.28,85,37,1.01,US,1708022730
510,uray,60.1247,64.7758,-9.13,84,76,11.01,RU,1708022730
511,seini,47.75,23.2833,37.13,93,7,0.0,RO,1708022730
512,skikda,36.8762,6.9092,63.23,65,100,5.55,DZ,1708022730
513,edson,53.5835,-116.4356,8.74,72,0,3.44,CA,1708022731
514,east wenatchee bench,47.4257,-120.2812,35.73,83,100,3.44,US,1708022731
515,xai-xai,-25.0519,33.6442,80.2,78,0,13.98,MZ,1708022712
516,chegdomyn,51.1167,133.0167,-27.47,100,82,2.28,RU,1708022731
517,antonio enes,-16.2325,39.9086,80.2,84,12,5.53,MZ,1708022731
518,payson,40.0444,-111.7321,42.26,75,100,6.91,US,1708022731
519,alofi,-19.0595,-169.9187,78.69,83,89,14.97,NU,1708022732
520,songyang,34.4553,113.0281,38.39,57,0,5.17,CN,1708022732
521,lijiang,26.8688,100.2207,36.07,91,9,5.3,CN,1708022732
522,qarqaraly,49.4058,75.4742,-30.59,100,100,3.24,KZ,1708022732
523,gananoque,44.3334,-76.1661,31.46,61,100,6.53,CA,1708022623
524,qoryooley,1.7878,44.53,80.19,82,8,16.71,SO,1708022732
525,portage la prairie,49.9728,-98.2926,6.12,68,75,13.8,CA,1708022733
526,hotan,37.0997,79.9269,36.61,43,100,3.8,CN,1708022733
527,mpika,-11.8343,31.4529,62.76,94,95,1.95,ZM,1708022733
528,mbanza-ngungu,-5.25,14.8667,71.94,95,86,2.71,CD,1708022733
529,san ignacio de velasco,-16.3667,-60.95,86.31,63,100,4.59,BO,1708022733
530,monrovia,6.3005,-10.7969,87.57,85,99,12.41,LR,1708022733
531,darwin,-12.4611,130.8418,82.94,89,75,10.36,AU,1708022466
532,maydanshakhr,34.3956,68.8662,35.46,54,0,4.27,AF,1708022734
533,ust'-ilimsk,58.0006,102.6619,0.23,95,100,8.01,RU,1708022734
534,khanty-mansiysk,61.0042,69.0019,-13.9,70,20,4.47,RU,1708022734
535,tirat karmel,32.7617,34.9719,56.75,78,40,9.22,IL,1708022734
536,barranca,-10.75,-77.7667,79.84,71,80,11.23,PE,1708022735
537,guelendeng,10.9176,15.5501,79.84,13,0,8.52,TD,1708022735
538,al jawf,29.5,38.75,53.47,71,100,5.66,SA,1708022735
539,carqueiranne,43.0953,6.073,54.97,85,0,6.91,FR,1708022735
540,cururupu,-1.8283,-44.8683,83.97,74,42,6.06,BR,1708022461
541,makushino,55.2103,67.2442,-9.22,93,48,12.71,RU,1708022735
542,norilsk,69.3535,88.2027,-13.95,99,97,8.08,RU,1708022736
543,dhuusamarreeb,5.535,46.3861,79.86,62,7,21.12,SO,1708022736
544,tshabong,-26.05,22.45,82.8,18,44,12.33,BW,1708022737
545,salinopolis,-0.6136,-47.3561,81.1,83,94,9.44,BR,1708022737
546,margate,51.3813,1.3862,56.7,78,100,5.99,GB,1708022737
547,along,28.1667,94.7667,54.48,83,33,1.68,IN,1708022737
548,gizo,-8.103,156.8419,82.87,80,92,12.44,SB,1708022737
549,puerto aysen,-45.4,-72.7,84.24,26,100,0.74,CL,1708022737
550,zhanaozen,43.3,52.8,36.32,68,100,24.7,KZ,1708022738
551,phan rang-thap cham,11.5667,108.9833,72.14,92,33,6.55,VN,1708022738
552,hun,29.1268,15.9477,57.22,47,0,7.31,LY,1708022738
553,tabou,4.423,-7.3528,82.6,82,8,11.88,CI,1708022738
554,kogalym,62.2654,74.4791,-13.29,91,76,14.45,RU,1708022738
555,conception bay south,47.4999,-52.9981,33.55,99,100,28.95,CA,1708022738
556,slave lake,55.2834,-114.769,6.78,78,0,4.61,CA,1708022739
557,new richmond,45.123,-92.5366,26.83,63,0,11.5,US,1708022739
558,skeldon,5.8833,-57.1333,86.5,52,100,10.07,GY,1708022739
559,axim,4.8699,-2.2405,82.67,85,98,10.02,GH,1708022739
560,autlan de navarro,19.7667,-104.3667,68.4,69,100,5.44,MX,1708022739
561,tsiombe,-25.3,45.4833,76.24,82,88,7.4,MG,1708022739
562,dawei,14.0833,98.2,73.11,71,6,2.39,MM,1708022740
563,bichura,50.5881,107.6022,6.24,92,100,0.98,RU,1708022740
564,tramandai,-29.9847,-50.1336,75.99,63,100,16.26,BR,1708022740
565,urengoy,65.9667,78.3667,-13.09,96,100,15.17,RU,1708022740
566,moose jaw,50.4001,-105.5344,-0.13,71,75,10.36,CA,1708022740
567,shiqian,27.5225,108.2281,44.67,84,100,1.19,CN,1708022740
568,san jose de jachal,-30.2406,-68.7469,90.81,23,0,9.1,AR,1708022741
